date,address,subArea,area,room,sqm,floor,objectType,constructionYear,listPrice,priceUp,soldPrice,rent,broker,distanceToMetro,metro
2012-10-24,Bjulevägen 34,Stureby,GronHagsatra,4,83,null,Lägenhet,1947,2495000,215000,2710000,3308,Fastighetsbyrån,1062.6348330405726,Stureby
2012-10-24,Skönviksvägen 297,Stureby,GronHagsatra,3.5,88,3,Lägenhet,null,2890000,20000,2910000,4669,Erik Olsson Fastighetsförmedling,240.7854112077565,Bandhagen
2012-10-24,Skönviksvägen 297,Stureby,GronHagsatra,3,88,3,Lägenhet,null,2890000,70000,2960000,4669,Erik Olsson Fastighetsförmedling,240.7854112077565,Bandhagen
2012-10-23,Skönviksvägen 286,Stureby,GronHagsatra,1,38,null,Lägenhet,1961,1395000,-45000,1350000,2767,Fastighetsbyrån,294.0288155952216,Stureby
2012-10-20,Götaforsvägen 18,Stureby,GronHagsatra,3,67,2,Lägenhet,1952,1995000,-45000,1950000,3841,Mäklarhuset,374.2245346876729,Bandhagen
2012-10-12,Götaforsvägen 23,Stureby,GronHagsatra,2,55,null,Lägenhet,null,1450000,0,1450000,3265,Fastighetsbyrån,427.02369998277703,Bandhagen
2012-10-12,Bäckaskiftsvägen 33,Stureby,GronHagsatra,2,57,2,Lägenhet,1951,1600000,380000,1980000,1929,Notar,234.31336704384995,Stureby
2012-10-07,Vivstavarvsvägen 159,Stureby,GronHagsatra,3,72,null,Lägenhet,1952,1975000,0,1975000,4209,Svensk Fastighetsförmedling,1082.2720138938955,Stureby
2012-10-07,Bjulevägen 26C,Stureby,GronHagsatra,1,50,null,Lägenhet,null,1295000,105000,1400000,2687,Notar,1061.8357919608422,Stureby
2012-10-01,Bäckaskiftsvägen 33,Stureby,GronHagsatra,3,76,0.5,Lägenhet,1951,2395000,-145000,2250000,2521,Notar,234.31336704384995,Stureby
2012-10-01,Skönviksvägen 306,Stureby,GronHagsatra,4,89.5,null,Villa,1955,3975000,25000,4000000,null,Mäklarringen,186.2119017020033,Stureby
2012-09-28,Bjulevägen 61,Stureby,GronHagsatra,2,48,null,Lägenhet,1946,1200000,240000,1440000,3424,Mäklarringen,840.6943606417909,Stureby
2012-09-25,Östrandsvägen 76,Stureby,GronHagsatra,3,72,1,Lägenhet,1950,1995000,205000,2200000,3528,Svensk Fastighetsförmedling,1038.4459804232827,Stureby
