date,address,subArea,area,room,sqm,floor,objectType,constructionYear,listPrice,priceUp,soldPrice,rent,broker,distanceToMetro,metro
202016-01-14,Getfotsvägen 11,Gubbangen,GronHagsatra,2,63.5,3,Lägenhet,2008,2450000,790000,3240000,3692,Fastighetsbyrån,375.6074051286519,Gubbangen
202015-12-16,Bordsvägen 43,Gubbangen,GronHagsatra,4,78,1,Lägenhet,1946,3550000,250000,3800000,4327,ERA,201.04668200906698,Gubbangen
202015-12-12,Majrovägen 33,Gubbangen,GronHagsatra,2,49.5,1,Lägenhet,1996,2150000,500000,2650000,3312,ERA,381.40930279825955,Gubbangen
202015-12-11,Lingvägen 103,Gubbangen,GronHagsatra,3,75,3,Lägenhet,1951,2895000,605000,3500000,3331,Mäklarringen,141.8524587717747,Gubbangen
202015-12-03,Kryddgränd 6,Gubbangen,GronHagsatra,3,72,3,Lägenhet,1985,1995000,85000,2080000,5212,SkandiaMäklarna,474.48525722183007,Gubbangen
202015-11-26,Getfotsvägen 3,Gubbangen,GronHagsatra,2,52,3,Lägenhet,1952,2095000,475000,2570000,3097,Hemverket,298.7560805736578,Gubbangen
202015-11-21,Kryddgränd 4,Gubbangen,GronHagsatra,2,61,3,Lägenhet,1985,1995000,265000,2260000,3713,SkandiaMäklarna,542.6042547000668,Gubbangen
202015-11-14,Sicklingsvägen 16,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1946,2750000,0,2750000,3812,ERA,218.16970316394386,Gubbangen
202015-11-13,Bordsvägen 64,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1948,2950000,-150000,2800000,3792,Svensk Fastighetsförmedling,258.058390059413,Gubbangen
202015-11-10,Majrovägen 5,Gubbangen,GronHagsatra,3,83,5,Lägenhet,2010,2950000,850000,3800000,5314,ERA,243.04967023197162,Gubbangen
202015-10-31,Kistvägen 12,Gubbangen,GronHagsatra,4,94,1,Lägenhet,1948,3295000,530000,3825000,6170,Living Fastighetsmäkleri,95.06549879412746,Gubbangen
202015-10-30,Skåpvägen 1,Gubbangen,GronHagsatra,2,57,2,Lägenhet,null,2195000,455000,2650000,2779,ERA,265.49984494187584,Gubbangen
202015-10-29,Dörrvägen 4,Gubbangen,GronHagsatra,4,100,1,Lägenhet,1947,3950000,1150000,5100000,4474,Wendell Fastighetsförmedling AB,258.1675702576046,Gubbangen
202015-10-19,Rubanksgränd 5,Gubbangen,GronHagsatra,3,89,null,Lägenhet,1950,3495000,1230000,4725000,5862,Länsförsäkringar Fastighetsförmedling,549.2580525083961,Gubbangen
202015-10-15,Sicklingsvägen 2,Gubbangen,GronHagsatra,2,53,3,Lägenhet,1948,2195000,485000,2680000,3056,Svensk Fastighetsförmedling,122.86638059888472,Gubbangen
202015-10-13,Knektvägen 17,Gubbangen,GronHagsatra,2,54,5,Lägenhet,null,2250000,250000,2500000,3198,ERA,83.43158728673211,Gubbangen
202015-09-24,Majrovägen 13,Gubbangen,GronHagsatra,3,67.5,3,Lägenhet,1999,2550000,450000,3000000,5010,ERA,241.94918962985318,Gubbangen
202015-09-24,Kryddgränd 4,Gubbangen,GronHagsatra,3,78,null,Lägenhet,1985,1995000,738000,2733000,4562,SkandiaMäklarna,542.6042547000668,Gubbangen
202015-09-24,Kryddgränd 4,Gubbangen,GronHagsatra,1,48,null,Lägenhet,1985,1595000,925000,2520000,3063,SkandiaMäklarna,542.6042547000668,Gubbangen
202015-09-18,Bordsvägen 33,Gubbangen,GronHagsatra,2,54,4,Lägenhet,1947,2150000,450000,2600000,3660,ERA,201.09790620390268,Gubbangen
202015-09-14,Gubbängsvägen 12,Gubbangen,GronHagsatra,4,95,null,Radhus,1948,3250000,1450000,4700000,null,ERA,870.7192539636544,Gubbangen
202015-09-11,Majrovägen 8,Gubbangen,GronHagsatra,3,68,3,Lägenhet,null,2590000,630000,3220000,3792,ERA,195.76637665190245,Gubbangen
202015-09-10,Kistvägen 12,Gubbangen,GronHagsatra,2,58,2,Lägenhet,1948,1995000,715000,2710000,3966,Living Fastighetsmäkleri,95.06549879412746,Gubbangen
202015-09-10,Sicklingsvägen 5,Gubbangen,GronHagsatra,2,54,2,Lägenhet,1948,2195000,505000,2700000,3119,Svensk Fastighetsförmedling,135.29262204942077,Gubbangen
202015-09-10,Majrovägen 25,Gubbangen,GronHagsatra,1,40,2,Lägenhet,1997,1790000,530000,2320000,3130,ERA,329.5531681013019,Gubbangen
202015-09-09,Rubanksgränd 4,Gubbangen,GronHagsatra,2,55,4,Lägenhet,2006,2295000,1005000,3300000,4396,Fastighetsbyrån,494.6562129974191,Gubbangen
202015-09-02,Majrovägen 5,Gubbangen,GronHagsatra,4.5,94,1,Lägenhet,2010,3490000,410000,3900000,5908,ERA,243.04967023197162,Gubbangen
202015-09-02,Knektvägen 5,Gubbangen,GronHagsatra,2.5,53,2,Lägenhet,1948,2395000,635000,3030000,3056,Svensk Fastighetsförmedling,178.12313972622147,Gubbangen
202015-08-26,Skrinvägen 8,Gubbangen,GronHagsatra,2,60,2,Lägenhet,1947,2195000,480000,2675000,2883,Fastighetsbyrån,342.5559944452343,Gubbangen
202015-08-21,Majrovägen 31,Gubbangen,GronHagsatra,4,93,1,Lägenhet,1996,3495000,605000,4100000,5811,ERA,390.59183898477727,Gubbangen
202015-08-20,Karmstolsvägen 6,Gubbangen,GronHagsatra,3,74,3,Lägenhet,1947,2595000,-100000,2495000,5311,Fastighetsbyrån,161.3985136523196,Gubbangen
202015-08-20,Knektvägen 17,Gubbangen,GronHagsatra,2,54,1,Lägenhet,null,2050000,100000,2150000,2971,ERA,83.43158728673211,Gubbangen
202015-08-20,Kistvägen 18,Gubbangen,GronHagsatra,4,93,3,Lägenhet,1948,2975000,25000,3000000,5920,Mäklarringen,143.32779054670058,Gubbangen
202015-08-19,Rubanksgränd 4,Gubbangen,GronHagsatra,2,55,1,Lägenhet,2007,2195000,525000,2720000,4396,Södermäklarna,494.6562129974191,Gubbangen
202015-08-12,Bordsvägen 21,Gubbangen,GronHagsatra,2,51,2,Lägenhet,1946,1995000,555000,2550000,2560,Restate,310.356187076782,Gubbangen
202015-07-25,Knektvägen 15,Gubbangen,GronHagsatra,2,54,6,Lägenhet,1948,2095000,405000,2500000,3210,Fastighetsbyrån,116.49536184005721,Gubbangen
202015-07-16,Getfotsvägen 1,Gubbangen,GronHagsatra,2,52,2,Lägenhet,1952,1925000,675000,2600000,3097,Fastighetsbyrån,285.1888728730072,Gubbangen
202015-07-01,Sicklingsvägen 12,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1947,2695000,730000,3425000,3812,Erik Olsson Fastighetsförmedling,190.10206740686763,Gubbangen
202015-06-25,Majrovägen 41,Gubbangen,GronHagsatra,3,67.5,3,Lägenhet,1996,2495000,335000,2830000,4644,ERA,463.5680255366515,Gubbangen
202015-06-18,Bordsvägen 11,Gubbangen,GronHagsatra,2,37,0,Lägenhet,1946,1795000,335000,2130000,2050,Restate,273.32344265471244,Gubbangen
202015-06-12,Bordsvägen 25,Gubbangen,GronHagsatra,2,51,2,Lägenhet,null,1990000,470000,2460000,2560,ERA,291.9155515075103,Gubbangen
202015-06-11,Kryddgränd 6,Gubbangen,GronHagsatra,3,75,1,Lägenhet,2008,1590000,20000,1610000,5412,ERA,474.48525722183007,Gubbangen
202015-06-10,Rubanksgränd 3,Gubbangen,GronHagsatra,2,49,1,Lägenhet,2007,1990000,10000,2000000,3913,Svensk Fastighetsförmedling,496.1128533451014,Gubbangen
202015-06-10,Karmstolsvägen 11,Gubbangen,GronHagsatra,2,61,1,Lägenhet,1947,1795000,475000,2270000,3980,Mäklarringen,144.8995738899371,Gubbangen
202015-06-06,Bordsvägen 66,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1946,2690000,210000,2900000,3792,ERA,260.1046716117875,Gubbangen
202015-06-04,Majrovägen 35,Gubbangen,GronHagsatra,4,93,3,Lägenhet,1996,3495000,155000,3650000,5985,ERA,404.49938183885763,Gubbangen
202015-06-03,Bordsvägen 49,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1947,2790000,370000,3160000,3812,HusmanHagberg,230.22001971624903,Gubbangen
202015-06-03,Getfotsvägen 5,Gubbangen,GronHagsatra,2,52,2,Lägenhet,1952,1995000,425000,2420000,3097,Hemmäklarna,312.6510900749745,Gubbangen
202015-05-31,Sicklingsvägen 16,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1946,2690000,410000,3100000,3812,ERA,218.16970316394386,Gubbangen
202015-05-29,Knektvägen 15,Gubbangen,GronHagsatra,2,56,2,Lägenhet,1947,2150000,0,2150000,3213,ERA,116.49536184005721,Gubbangen
202015-05-29,Knektvägen 17,Gubbangen,GronHagsatra,2,40,2,Lägenhet,null,1790000,410000,2200000,2437,ERA,83.43158728673211,Gubbangen
202015-05-29,Getfotsvägen 50,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1949,2495000,475000,2970000,3484,HusmanHagberg,424.85179313867184,Gubbangen
202015-05-21,Getfotsvägen 11,Gubbangen,GronHagsatra,1.5,56,null,Lägenhet,2008,1925000,5000,1930000,3340,SverigeMäklaren,375.6074051286519,Gubbangen
202015-05-20,Karmstolsvägen 6,Gubbangen,GronHagsatra,2,58,3,Lägenhet,1947,1695000,255000,1950000,3949,HusmanHagberg,161.3985136523196,Gubbangen
202015-05-15,Lingvägen 107,Gubbangen,GronHagsatra,3.5,76,3,Lägenhet,null,2695000,345000,3040000,3375,Fastighetsbyrån,113.99734546355491,Gubbangen
202015-05-14,Sicklingsvägen 4,Gubbangen,GronHagsatra,2,53,3,Lägenhet,1948,1995000,335000,2330000,3056,ERA,128.06822262374976,Gubbangen
202015-05-14,Rubanksgränd 3,Gubbangen,GronHagsatra,3,73,1,Lägenhet,2007,2995000,505000,3500000,5407,Fastighetsbyrån,496.1128533451014,Gubbangen
202015-05-14,Rubanksgränd 4,Gubbangen,GronHagsatra,3,73,2,Lägenhet,2007,2995000,255000,3250000,5407,HusmanHagberg,494.6562129974191,Gubbangen
202015-05-13,Dörrvägen 6,Gubbangen,GronHagsatra,3,64,3,Lägenhet,1947,2495000,0,2495000,4150,Mäklarringen,269.95941292670335,Gubbangen
202015-05-12,Majrovägen 33,Gubbangen,GronHagsatra,2,49.5,null,Lägenhet,1996,2050000,290000,2340000,3245,ERA,381.40930279825955,Gubbangen
202015-05-09,Cirkelvägen 2,Gubbangen,GronHagsatra,2,52,2,Lägenhet,1947,2150000,20000,2170000,3325,ERA,335.0766742895047,Gubbangen
202015-05-08,Sicklingsvägen 5,Gubbangen,GronHagsatra,2,56,2,Lägenhet,null,2150000,210000,2360000,3213,ERA,135.29262204942077,Gubbangen
202015-05-06,Majrovägen 15,Gubbangen,GronHagsatra,2,34,null,Lägenhet,1999,1790000,290000,2080000,3228,ERA,267.20119259549523,Gubbangen
202015-05-01,Majrovägen 35,Gubbangen,GronHagsatra,2,49.5,2,Lägenhet,1996,2150000,160000,2310000,3346,ERA,404.49938183885763,Gubbangen
202015-05-01,Bordsvägen 43,Gubbangen,GronHagsatra,4,78,1.5,Lägenhet,1946,2750000,400000,3150000,4410,ERA,201.04668200906698,Gubbangen
202015-04-24,Sicklingsvägen 7,Gubbangen,GronHagsatra,3,68,1.5,Lägenhet,1946,2650000,600000,3250000,3812,ERA,169.90485370312868,Gubbangen
202015-04-24,Getfotsvägen 7,Gubbangen,GronHagsatra,2,52,3,Lägenhet,1952,1850000,490000,2340000,3097,Hemmäklarna,325.6293027392975,Gubbangen
202015-04-23,Kistvägen 12,Gubbangen,GronHagsatra,2,58,3,Lägenhet,1948,2195000,0,2195000,null,Svensk Fastighetsförmedling,95.06549879412746,Gubbangen
202015-04-23,Kistvägen 16,Gubbangen,GronHagsatra,2,58,1,Lägenhet,1948,1980000,70000,2050000,3966,SkandiaMäklarna,129.69927160897635,Gubbangen
202015-04-23,Bordsvägen 13,Gubbangen,GronHagsatra,3,72,3,Lägenhet,1946,2700000,420000,3120000,null,Svensk Fastighetsförmedling,257.12794505019195,Gubbangen
202015-04-21,Sicklingsvägen 3,Gubbangen,GronHagsatra,2,40,4,Lägenhet,1946,1795000,365000,2160000,2488,ERA,120.18685345402046,Gubbangen
202015-04-21,Majrovägen 25,Gubbangen,GronHagsatra,4,93,3,Lägenhet,1997,3150000,1350000,4500000,6719,ERA,329.5531681013019,Gubbangen
202015-04-17,Dörrvägen 6,Gubbangen,GronHagsatra,2,53,2,Lägenhet,1947,1995000,425000,2420000,3465,Länsförsäkringar Fastighetsförmedling,269.95941292670335,Gubbangen
202015-04-15,Knektvägen 15,Gubbangen,GronHagsatra,2,54,6,Lägenhet,1948,2495000,215000,2710000,3210,Fastighetsbyrån,116.49536184005721,Gubbangen
202015-04-11,Skrinvägen 2,Gubbangen,GronHagsatra,3,69,3,Lägenhet,1947,2595000,635000,3230000,3413,Fastighetsbyrån,301.1030726125545,Gubbangen
202015-04-01,Polovägen 13,Gubbangen,GronHagsatra,5,65,null,Villa,1938,4895000,520000,5415000,null,SkandiaMäklarna,735.2586194438132,Tallkrogen
202015-04-01,Rubanksgränd 5,Gubbangen,GronHagsatra,3,89,2,Lägenhet,1952,2980000,1065000,4045000,5747,Svensk Fastighetsförmedling,549.2580525083961,Gubbangen
202015-03-27,Getfotsvägen 42,Gubbangen,GronHagsatra,3,72,2,Lägenhet,1949,2495000,225000,2720000,3689,HusmanHagberg,436.91003596170793,Gubbangen
202015-03-26,Kistvägen 16,Gubbangen,GronHagsatra,4,93,2,Lägenhet,1948,2850000,720000,3570000,5920,Mäklarringen,129.69927160897635,Gubbangen
202015-03-23,Sicklingsvägen 11,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1943,2395000,585000,2980000,3812,Länsförsäkringar Fastighetsförmedling,200.7276399149391,Gubbangen
202015-03-16,Sicklingsvägen 7,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1946,2650000,590000,3240000,3812,ERA,169.90485370312868,Gubbangen
202015-03-12,Kryddgränd 6,Gubbangen,GronHagsatra,3.5,86,1,Lägenhet,1985,1750000,0,1750000,5685,Södermäklarna,474.48525722183007,Gubbangen
202015-03-06,Karmstolsvägen 6,Gubbangen,GronHagsatra,3.5,74,3,Lägenhet,1947,2495000,105000,2600000,5311,Fastighetsbyrån,161.3985136523196,Gubbangen
202015-03-04,Lingvägen 101,Gubbangen,GronHagsatra,2,60,2,Lägenhet,null,2150000,625000,2775000,2665,Fastighetsbyrån,93.8716719095635,Gubbangen
202015-03-04,Rubanksgränd 6,Gubbangen,GronHagsatra,2,49,3,Lägenhet,2007,1995000,265000,2260000,3913,SkandiaMäklarna,504.54073264116903,Gubbangen
202015-03-04,Cirkelvägen 6,Gubbangen,GronHagsatra,3,70,1,Lägenhet,1947,2395000,455000,2850000,4326,Bjurfors,327.86619155014694,Gubbangen
202015-02-28,Gubbängsvägen 23,Gubbangen,GronHagsatra,5,84,null,Radhus,1947,4290000,230000,4520000,null,ERA,802.2271918271068,Gubbangen
202015-02-27,Skåpvägen 7,Gubbangen,GronHagsatra,1,73,null,Lägenhet,1946,1395000,395000,1790000,3361,Restate,201.4196042658475,Gubbangen
202015-02-18,Bordsvägen 58,Gubbangen,GronHagsatra,2,50,3,Lägenhet,1947,1945000,565000,2510000,2911,SkandiaMäklarna,229.08901126101117,Gubbangen
202015-02-16,Getfotsvägen 46,Gubbangen,GronHagsatra,3,72,2,Lägenhet,1949,2295000,645000,2940000,3689,HusmanHagberg,429.4293726537278,Gubbangen
202015-02-16,Kryddgränd 6,Gubbangen,GronHagsatra,3,97,2,Lägenhet,2008,1595000,-25000,1570000,6044,ERA,474.48525722183007,Gubbangen
202015-02-13,Majrovägen 1,Gubbangen,GronHagsatra,4,92,1,Lägenhet,2009,2950000,650000,3600000,5829,Svensk Fastighetsförmedling,233.881443341955,Gubbangen
202015-02-11,Sicklingsvägen 8,Gubbangen,GronHagsatra,2,53,2.5,Lägenhet,1947,1995000,305000,2300000,3056,Notar,147.08562691079314,Gubbangen
202015-02-10,Knektvägen 17,Gubbangen,GronHagsatra,2,54,5,Lägenhet,1947,1975000,425000,2400000,3198,ERA,83.43158728673211,Gubbangen
202015-02-05,Majrovägen 29,Gubbangen,GronHagsatra,2,49.5,3,Lägenhet,1997,1750000,145000,1895000,4143,ERA,339.057489871036,Gubbangen
202015-01-27,Kistvägen 14,Gubbangen,GronHagsatra,2,57,null,Lägenhet,1948,1795000,305000,2100000,3966,Living Fastighetsmäkleri,102.17656324886774,Gubbangen
202015-01-25,Majrovägen 23,Gubbangen,GronHagsatra,4,93,null,Lägenhet,1997,3195000,0,3195000,6229,SkandiaMäklarna,294.05370570506363,Gubbangen
202015-01-17,Getfotsvägen 13,Gubbangen,GronHagsatra,3,76,2,Lägenhet,2009,2795000,105000,2900000,4277,Mäklarhuset,386.0426043035413,Gubbangen
202014-12-10,Cirkelvägen 8,Gubbangen,GronHagsatra,2,52,2,Lägenhet,1947,1795000,555000,2350000,3360,Mäklarringen,308.88086453118564,Gubbangen
202014-12-06,Majrovägen 37,Gubbangen,GronHagsatra,5,93,1,Lägenhet,null,3150000,350000,3500000,5811,ERA,444.1467832292203,Gubbangen
202014-12-03,Bordsvägen 62,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1948,2200000,420000,2620000,3792,Svensk Fastighetsförmedling,243.5626680928199,Gubbangen
202014-11-28,Sicklingsvägen 5,Gubbangen,GronHagsatra,1,25,5,Lägenhet,1947,1495000,285000,1780000,1630,ERA,135.29262204942077,Gubbangen
202014-11-28,Bordsvägen 29,Gubbangen,GronHagsatra,3,66,2,Lägenhet,1947,2190000,320000,2510000,4443,ERA,257.23352294490115,Gubbangen
202014-11-24,Majrovägen 17,Gubbangen,GronHagsatra,4,99,3,Lägenhet,1999,2750000,20000,2770000,6600,ERA,251.69635920391343,Gubbangen
202014-11-22,Karmstolsvägen 11,Gubbangen,GronHagsatra,2,61,2,Lägenhet,1947,1795000,75000,1870000,3980,ERA,144.8995738899371,Gubbangen
202014-11-22,Knektvägen 15,Gubbangen,GronHagsatra,1,25,5,Lägenhet,null,1485000,245000,1730000,1566,ERA,116.49536184005721,Gubbangen
202014-11-19,Cirkelvägen 6,Gubbangen,GronHagsatra,2,52,2,Lägenhet,1947,1995000,105000,2100000,3325,Notar,327.86619155014694,Gubbangen
202014-11-15,Sicklingsvägen 4,Gubbangen,GronHagsatra,2,53,null,Lägenhet,1948,1895000,265000,2160000,3056,ERA,128.06822262374976,Gubbangen
202014-11-13,Knektvägen 17,Gubbangen,GronHagsatra,1,40,3,Lägenhet,1948,1795000,265000,2060000,2455,Fastighetsbyrån,83.43158728673211,Gubbangen
202014-11-06,Sicklingsvägen 3,Gubbangen,GronHagsatra,1,25,6,Lägenhet,1947,1485000,265000,1750000,1634,ERA,120.18685345402046,Gubbangen
202014-11-06,Majrovägen 5,Gubbangen,GronHagsatra,3,68,null,Lägenhet,2009,2495000,205000,2700000,4481,Länsförsäkringar Fastighetsförmedling,243.04967023197162,Gubbangen
202014-11-06,Getfotsvägen 48,Gubbangen,GronHagsatra,3,72,2,Lägenhet,null,2350000,10000,2360000,3689,Fastighetsbyrån,426.6950931510933,Gubbangen
202014-11-04,Getfotsvägen 11,Gubbangen,GronHagsatra,4,93.5,3,Lägenhet,2009,3195000,755000,3950000,5028,Erik Olsson Fastighetsförmedling,375.6074051286519,Gubbangen
202014-11-04,Lingvägen 91,Gubbangen,GronHagsatra,4,87,2,Lägenhet,null,2850000,800000,3650000,3679,ERA,97.25419608520355,Gubbangen
202014-11-04,Lingvägen 122,Gubbangen,GronHagsatra,3,83,5,Lägenhet,2010,2650000,150000,2800000,5314,ERA,259.04539488153176,Gubbangen
202014-10-30,Lemmings väg 49,Gubbangen,GronHagsatra,5,null,null,Villa,null,4950000,-100000,4850000,null,Södermäklarna,836.1679656794793,Gubbangen
202014-10-30,Sicklingsvägen 11,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1947,2395000,205000,2600000,3812,ERA,200.7276399149391,Gubbangen
202014-10-30,Majrovägen 27,Gubbangen,GronHagsatra,2,49.5,1,Lägenhet,1997,1795000,55000,1850000,4026,ERA,317.6104751145561,Gubbangen
202014-10-29,Majrovägen 41,Gubbangen,GronHagsatra,2,34,null,Lägenhet,1995,1495000,335000,1830000,2633,SkandiaMäklarna,463.5680255366515,Gubbangen
202014-10-24,Getfotsvägen 48,Gubbangen,GronHagsatra,3,72,3,Lägenhet,null,2350000,360000,2710000,3689,Svensk Fastighetsförmedling,426.6950931510933,Gubbangen
202014-10-22,Cirkelvägen 8,Gubbangen,GronHagsatra,2,52,0.5,Lägenhet,1947,1795000,255000,2050000,3325,Notar,308.88086453118564,Gubbangen
202014-10-21,Knektvägen 17,Gubbangen,GronHagsatra,2,56,4,Lägenhet,1947,1995000,245000,2240000,3284,ERA,83.43158728673211,Gubbangen
202014-10-21,Lingvägen 78,Gubbangen,GronHagsatra,5,125,null,Villa,1947,4495000,1630000,6125000,null,ERA,230.29221413874942,Gubbangen
202014-10-17,Bordsvägen 29,Gubbangen,GronHagsatra,3,66,3,Lägenhet,1947,1950000,150000,2100000,4443,Mäklarringen,257.23352294490115,Gubbangen
202014-10-10,Majrovägen 8,Gubbangen,GronHagsatra,3,68,1,Lägenhet,1946,2250000,350000,2600000,3718,ERA,195.76637665190245,Gubbangen
202014-10-10,Sicklingsvägen 14,Gubbangen,GronHagsatra,3,68,1,Lägenhet,1946,2350000,610000,2960000,3737,ERA,202.26706237763509,Gubbangen
202014-10-08,Sicklingsvägen 5,Gubbangen,GronHagsatra,1,40,2,Lägenhet,null,1690000,240000,1930000,2437,ERA,135.29262204942077,Gubbangen
202014-10-08,Bordsvägen 33,Gubbangen,GronHagsatra,2,54,null,Lägenhet,1947,1895000,305000,2200000,3660,ERA,201.09790620390268,Gubbangen
202014-10-08,Dörrvägen 8,Gubbangen,GronHagsatra,3,64,null,Lägenhet,1947,2190000,230000,2420000,4150,ERA,279.98987091532234,Gubbangen
202014-10-01,Skåpvägen 7,Gubbangen,GronHagsatra,2,57,null,Lägenhet,1945,1995000,5000,2000000,2779,Svenska Mäklarhuset,201.4196042658475,Gubbangen
202014-09-25,Bordsvägen 17,Gubbangen,GronHagsatra,2,51,0.5,Lägenhet,1946,1795000,165000,1960000,2560,Restate,295.0272929935978,Gubbangen
202014-09-22,Kryddgränd 6,Gubbangen,GronHagsatra,2,70,1,Lägenhet,null,1295000,100000,1395000,4924,Svensk Fastighetsförmedling,474.48525722183007,Gubbangen
202014-09-18,Kistvägen 12,Gubbangen,GronHagsatra,4,94,2,Lägenhet,1948,2795000,-15000,2780000,5920,Fastighetsbyrån,95.06549879412746,Gubbangen
202014-09-18,Sicklingsvägen 11,Gubbangen,GronHagsatra,3,68,3,Lägenhet,1948,2395000,580000,2975000,3812,Mäklarhuset,200.7276399149391,Gubbangen
202014-09-16,Kryddgränd 4,Gubbangen,GronHagsatra,2,61,1,Lägenhet,1985,1495000,405000,1900000,3378,Notar,542.6042547000668,Gubbangen
202014-09-13,Getfotsvägen 42,Gubbangen,GronHagsatra,3,72,null,Lägenhet,null,2250000,360000,2610000,3689,ERA,436.91003596170793,Gubbangen
202014-09-12,Bordsvägen 56,Gubbangen,GronHagsatra,3,68,null,Lägenhet,1947,2400000,0,2400000,3718,Södermäklarna,236.25247570082155,Gubbangen
202014-09-12,Skrinvägen 8,Gubbangen,GronHagsatra,2,60,null,Lägenhet,1946,1995000,105000,2100000,2983,Notar,342.5559944452343,Gubbangen
202014-09-08,Lemmings väg 49,Gubbangen,GronHagsatra,5,null,null,Villa,null,4950000,-250000,4700000,null,Södermäklarna,836.1679656794793,Gubbangen
202014-09-05,Karmstolsvägen 7,Gubbangen,GronHagsatra,2,61,2,Lägenhet,1947,1795000,145000,1940000,3980,Mäklarhuset,237.0198184751361,Gubbangen
202014-08-29,Majrovägen 16,Gubbangen,GronHagsatra,2,53,null,Lägenhet,1946,1995000,265000,2260000,2998,Södermäklarna,247.53849477246297,Gubbangen
202014-08-28,Kryddgränd 4,Gubbangen,GronHagsatra,2,61,2,Lägenhet,1985,1695000,145000,1840000,3379,Mäklarhuset,542.6042547000668,Gubbangen
202014-08-07,Knektvägen 15,Gubbangen,GronHagsatra,2,56,4,Lägenhet,1947,1795000,305000,2100000,3284,Notar,116.49536184005721,Gubbangen
202014-07-07,Bordsvägen 21,Gubbangen,GronHagsatra,2,51,0.5,Lägenhet,1946,2095000,30000,2125000,2560,Restate,310.356187076782,Gubbangen
202014-06-25,Dörrvägen 8,Gubbangen,GronHagsatra,2,53,1,Lägenhet,1947,1795000,105000,1900000,3293,ERA,279.98987091532234,Gubbangen
202014-06-17,Getfotsvägen 50,Gubbangen,GronHagsatra,3,68,1,Lägenhet,1949,2195000,280000,2475000,3484,SkandiaMäklarna,424.85179313867184,Gubbangen
202014-06-17,Skrinvägen 8,Gubbangen,GronHagsatra,2,60,2,Lägenhet,1947,1995000,125000,2120000,2769,Svenska Mäklarhuset,342.5559944452343,Gubbangen
202014-06-16,Bordsvägen 70,Gubbangen,GronHagsatra,3,68,1,Lägenhet,null,2190000,430000,2620000,3737,HusmanHagberg,274.5244659070136,Gubbangen
202014-06-12,Rubanksgränd 4,Gubbangen,GronHagsatra,2,55,1,Lägenhet,2007,1950000,250000,2200000,4396,Södermäklarna,494.6562129974191,Gubbangen
202014-06-09,Sicklingsvägen 5,Gubbangen,GronHagsatra,2,54,4,Lägenhet,null,1780000,360000,2140000,3187,Svensk Fastighetsförmedling,135.29262204942077,Gubbangen
202014-06-09,Majrovägen 5,Gubbangen,GronHagsatra,3,83,5,Lägenhet,null,2550000,-100000,2450000,5314,ERA,243.04967023197162,Gubbangen
202014-06-04,Knektvägen 15,Gubbangen,GronHagsatra,2,54,3,Lägenhet,1947,1850000,230000,2080000,3140,ERA,116.49536184005721,Gubbangen
202014-05-29,Skåpvägen 9,Gubbangen,GronHagsatra,2,54,1,Lägenhet,1946,1775000,205000,1980000,2670,ERA,219.19706689207516,Gubbangen
202014-05-29,Sicklingsvägen 16,Gubbangen,GronHagsatra,3,68,2,Lägenhet,1946,2190000,270000,2460000,3812,ERA,218.16970316394386,Gubbangen
202014-05-28,Getfotsvägen 44,Gubbangen,GronHagsatra,3,72,null,Lägenhet,null,2240000,320000,2560000,3689,Fastighetsbyrån,431.4615945324344,Gubbangen
202014-05-26,Polovägen 25,Gubbangen,GronHagsatra,6,136,null,Villa,null,5500000,0,5500000,null,Södermäklarna,692.6945399858114,Tallkrogen
202014-05-23,Cirkelvägen 10,Gubbangen,GronHagsatra,4,70,null,Lägenhet,1947,2450000,-55000,2395000,4326,Södermäklarna,296.50108469193844,Gubbangen
202014-05-23,Majrovägen 37,Gubbangen,GronHagsatra,5,93,2,Lägenhet,null,2950000,700000,3650000,5869,ERA,444.1467832292203,Gubbangen
202014-05-19,Majrovägen 39,Gubbangen,GronHagsatra,4,95.5,null,Lägenhet,1996,2950000,360000,3310000,5787,ERA,440.4510442674459,Gubbangen
202014-05-16,Skåpvägen 1,Gubbangen,GronHagsatra,2,57,3,Lägenhet,1946,1750000,280000,2030000,2779,ERA,265.49984494187584,Gubbangen
202014-05-16,Kryddgränd 4,Gubbangen,GronHagsatra,2,61,2,Lägenhet,1985,1595000,45000,1640000,3379,Länsförsäkringar Fastighetsförmedling,542.6042547000668,Gubbangen
202014-05-15,Getfotsvägen 13,Gubbangen,GronHagsatra,4,93.5,null,Lägenhet,2009,3195000,185000,3380000,5098,Fastighetsbyrån,386.0426043035413,Gubbangen
202014-05-14,Skåpvägen 11,Gubbangen,GronHagsatra,2,61,null,Lägenhet,1946,1895000,205000,2100000,2925,Hemmäklarna,210.72752173728495,Gubbangen
